Year,Month,State,City,Product,UnitsSold,Revenue,OperatingProfit
2020,4,New York,New York,Men's Athletic Footwear,3180,1141.749,347.497
2020,4,New York,New York,Men's Street Footwear,3820,1540.05,776.146
2020,4,New York,New York,Women's Apparel,4970,2152.26,547.4
2020,4,New York,New York,Women's Athletic Footwear,2880,990.918,350.526
2020,4,New York,New York,Women's Street Footwear,2980,1018.494,361.068
2020,5,Colorado,Denver,Men's Apparel,1915,1123.64,621.712
2020,5,Colorado,Denver,Men's Athletic Footwear,3633,1840.986,465.79
2020,5,Colorado,Denver,Men's Street Footwear,3619,1670.534,654.805
2020,5,Colorado,Denver,Women's Apparel,2778,1723.38,365.607
2020,5,Colorado,Denver,Women's Athletic Footwear,2429,1202.812,416.669
2020,5,Colorado,Denver,Women's Street Footwear,2778,1300.97,489.5
2020,5,Florida,Miami,Men's Apparel,977,515.87,182.252
2020,5,Florida,Miami,Men's Athletic Footwear,1129,494.204,174.52599999999998
2020,5,Florida,Miami,Men's Street Footwear,1398,719.099,325.833
2020,5,Florida,Miami,Women's Apparel,1094,626.516,315.08
2020,5,Florida,Miami,Women's Athletic Footwear,984,437.536,132.728
2020,5,Florida,Miami,Women's Street Footwear,1073,466.646,118.21
2020,5,New York,New York,Men's Apparel,2849,1212.218,369.38
2020,5,New York,New York,Men's Athletic Footwear,1610,578.63,176.092
2020,5,New York,New York,Men's Street Footwear,1932,819.504,413.67
2020,5,New York,New York,Women's Apparel,1560,716.924,181.825
2020,5,New York,New York,Women's Athletic Footwear,1431,519.696,183.857
2020,5,New York,New York,Women's Street Footwear,1568,551.876,195.702
2020,5,Washington,Seattle,Men's Apparel,323,141.223,35.827
2020,5,Washington,Seattle,Women's Apparel,625,255.75,51.783
2020,6,Washington,Seattle,Men's Apparel,1499,846.588,214.675
2020,6,Washington,Seattle,Men's Athletic Footwear,2880,1541.967,390.473
2020,6,Washington,Seattle,Men's Street Footwear,3800,1831.45,555.416
2020,6,Washington,Seattle,Women's Apparel,2948,1857.493,377.571
2020,6,Washington,Seattle,Women's Athletic Footwear,2202,1150.501,348.579
2020,6,Washington,Seattle,Women's Street Footwear,2940,1601.82,406.014
2020,7,New York,New York,Men's Athletic Footwear,1395,329.67,116.596
2020,7,New York,New York,Men's Street Footwear,1404,236.016,83.496
2020,7,New York,New York,Women's Apparel,1630,736.04,186.798
2020,7,New York,New York,Women's Athletic Footwear,1085,256.62,116.471
2020,7,New York,New York,Women's Street Footwear,1148,258.356,91.444
2020,7,Texas,Houston,Men's Apparel,1665,439.35,133.556
2020,7,Texas,Houston,Men's Athletic Footwear,1394,312.562,110.704
2020,7,Texas,Houston,Men's Street Footwear,2753,498.485,176.676
2020,7,Texas,Houston,Women's Apparel,2254,515.172,260.054
2020,7,Texas,Houston,Women's Athletic Footwear,1013,230.238,104.777
2020,7,Texas,Houston,Women's Street Footwear,1087,248.254,87.83500000000001
2020,7,Washington,Seattle,Men's Apparel,2944,1916.346,485.051
2020,7,Washington,Seattle,Men's Athletic Footwear,4092,2451.06,620.321
2020,7,Washington,Seattle,Men's Street Footwear,5211,3105.595,940.681
2020,7,Washington,Seattle,Women's Apparel,2965,2040.504,414.84
2020,7,Washington,Seattle,Women's Athletic Footwear,2919,1699.667,515.277
2020,7,Washington,Seattle,Women's Street Footwear,3260,1872.078,473.097
2020,8,Florida,Miami,Men's Apparel,2770,1227.2,433.546
2020,8,Florida,Miami,Men's Athletic Footwear,1920,692.835,244.895
2020,8,Florida,Miami,Men's Street Footwear,2757,1001.205,453.837
2020,8,Florida,Miami,Women's Apparel,3168,1142.388,575.092
2020,8,Florida,Miami,Women's Athletic Footwear,1644,532.722,161.346
2020,8,Florida,Miami,Women's Street Footwear,2032,565.874,143.161
2020,8,Texas,Houston,Men's Apparel,4732,1403.451,426.061
2020,8,Texas,Houston,Men's Athletic Footwear,8749,2464.675,871.793
2020,8,Texas,Houston,Men's Street Footwear,7412,1759.242,622.482
2020,8,Texas,Houston,Women's Apparel,7062,2047.22,1032.613
2020,8,Texas,Houston,Women's Athletic Footwear,5463,1417.74,644.121
2020,8,Texas,Houston,Women's Street Footwear,6595,1604.752,568.175
2020,8,Washington,Seattle,Men's Apparel,608,438.406,111.019
2020,8,Washington,Seattle,Men's Athletic Footwear,2016,1044.076,303.396
2020,8,Washington,Seattle,Men's Street Footwear,1323,484.512,219.232
2020,8,Washington,Seattle,Women's Apparel,725,559.15,113.636
2020,8,Washington,Seattle,Women's Athletic Footwear,1563,737.138,223.17
2020,8,Washington,Seattle,Women's Street Footwear,1768,755.394,191.354
2020,9,Florida,Miami,Men's Apparel,3926,1884.334,666.062
2020,9,Florida,Miami,Men's Athletic Footwear,4422,1966.02,693.088
2020,9,Florida,Miami,Men's Street Footwear,5482,2722.602,1233.825
2020,9,Florida,Miami,Women's Apparel,4654,2440.498,1228.455
2020,9,Florida,Miami,Women's Athletic Footwear,3943,1530.37,463.909
2020,9,Florida,Miami,Women's Street Footwear,4079,1687.41,426.739
2020,9,Texas,Houston,Men's Apparel,2962,875.265,266.182
2020,9,Texas,Houston,Men's Athletic Footwear,2582,775.873,274.081
2020,9,Texas,Houston,Men's Street Footwear,2681,781.424,277.488
2020,9,Texas,Houston,Women's Apparel,3949,1395.195,703.675
2020,9,Texas,Houston,Women's Athletic Footwear,3032,916.943,416.174
2020,9,Texas,Houston,Women's Street Footwear,4413,1328.502,470.029
2020,10,Florida,Miami,Men's Apparel,1834,930.753,329.252
2020,10,Florida,Miami,Men's Athletic Footwear,1339,500.621,1029.518
2020,10,Florida,Miami,Men's Street Footwear,1800,760.487,328.245
2020,10,Florida,Miami,Women's Apparel,2111,1158.039,582.356
2020,10,Florida,Miami,Women's Athletic Footwear,1985,1539.588,578.7090000000001
2020,10,Florida,Miami,Women's Street Footwear,2210,818.857,875.033
2020,10,Minnesota,Minneapolis,Men's Apparel,383,138.481,1535.5
2020,10,Minnesota,Minneapolis,Men's Athletic Footwear,348,105.122,1143.75
2020,10,Minnesota,Minneapolis,Men's Street Footwear,1196,361.844,127.756
2020,10,Minnesota,Minneapolis,Women's Apparel,605,170.54,77.194
2020,10,Minnesota,Minneapolis,Women's Athletic Footwear,95,562.5,261.875
2020,10,Minnesota,Minneapolis,Women's Street Footwear,484,105.437,1310.75
2020,10,Texas,Houston,Men's Apparel,2067,612.378,186.498
2020,10,Texas,Houston,Men's Athletic Footwear,3017,876.297,311.063
2020,10,Texas,Houston,Men's Street Footwear,2925,872.156,308.739
2020,10,Texas,Houston,Women's Apparel,2853,1014.192,511.784
2020,10,Texas,Houston,Women's Athletic Footwear,2200,721.638,327.766
2020,10,Texas,Houston,Women's Street Footwear,2715,880.045,311.674
2020,11,California,San Francisco,Men's Apparel,1714,619.965,312.568
2020,11,California,San Francisco,Men's Athletic Footwear,2280,820.553,166.958
2020,11,California,San Francisco,Men's Street Footwear,2689,792.405,280.666
2020,11,California,San Francisco,Women's Apparel,2333,772.607,119.109
2020,11,California,San Francisco,Women's Athletic Footwear,915,301.96,91.73
2020,11,California,San Francisco,Women's Street Footwear,2281,823.019,292.025
2020,11,Minnesota,Minneapolis,Men's Apparel,706,1835.797,2058.79
2020,11,Minnesota,Minneapolis,Men's Athletic Footwear,1308,459.253,2141.202
2020,11,Minnesota,Minneapolis,Men's Street Footwear,2984,1140.081,402.581
2020,11,Minnesota,Minneapolis,Women's Apparel,1555,646.237,1273.706
2020,11,Minnesota,Minneapolis,Women's Athletic Footwear,548,1079.378,2116.001
2020,11,Minnesota,Minneapolis,Women's Street Footwear,1092,1082.991,2699.381
2020,11,Texas,Houston,Men's Athletic Footwear,1217,405.19,82.329
2020,11,Texas,Houston,Men's Street Footwear,1248,325.653,115.069
2020,11,Texas,Houston,Women's Athletic Footwear,1019,328.565,99.869
2020,11,Texas,Houston,Women's Street Footwear,1263,406.425,143.873
2020,12,California,San Francisco,Men's Apparel,1650,700.304,353.459
2020,12,California,San Francisco,Men's Athletic Footwear,1094,462.352,94.28
2020,12,California,San Francisco,Men's Street Footwear,2796,1114.6,422.153
2020,12,California,San Francisco,Women's Apparel,2303,1031.191,158.903
2020,12,California,San Francisco,Women's Athletic Footwear,1979,774.06,235.203
2020,12,California,San Francisco,Women's Street Footwear,1189,496.374,176.21499999999995
2020,12,Minnesota,Minneapolis,Men's Apparel,823,1095.996,3339.0
2020,12,Minnesota,Minneapolis,Men's Athletic Footwear,1788,602.887,1819.232
2020,12,Minnesota,Minneapolis,Men's Street Footwear,2670,996.821,368.935
2020,12,Minnesota,Minneapolis,Women's Apparel,1563,659.273,298.881
2020,12,Minnesota,Minneapolis,Women's Athletic Footwear,1316,1829.479,2400.925
2020,12,Minnesota,Minneapolis,Women's Street Footwear,1374,2238.211,1446.602
2021,1,Alaska,Anchorage,Men's Apparel,221,89.616,648.125
2021,1,Alaska,Anchorage,Men's Athletic Footwear,484,173.437,35.297
2021,1,Alaska,Anchorage,Men's Street Footwear,484,134.847,34.18
2021,1,Alaska,Anchorage,Women's Apparel,932,365.784,130.581
2021,1,Alaska,Anchorage,Women's Athletic Footwear,281,103.658,868.313
2021,1,Alaska,Anchorage,Women's Street Footwear,488,173.383,43.856
2021,1,Arizona,Phoenix,Men's Apparel,449,144.202,43.874
2021,1,Arizona,Phoenix,Men's Athletic Footwear,760,223.956,90.645
2021,1,Arizona,Phoenix,Men's Street Footwear,760,174.743,62.022000000000006
2021,1,Arizona,Phoenix,Women's Apparel,769,225.102,56.987
2021,1,Arizona,Phoenix,Women's Athletic Footwear,511,152.935,54.13
2021,1,Arizona,Phoenix,Women's Street Footwear,770,224.57,79.438
2021,1,Arkansas,Little Rock,Men's Apparel,446,100.983,893.008
2021,1,Arkansas,Little Rock,Men's Athletic Footwear,608,98.707,882.039
2021,1,Arkansas,Little Rock,Men's Street Footwear,920,150.784,61.046
2021,1,Arkansas,Little Rock,Women's Apparel,600,98.305,39.712
2021,1,Arkansas,Little Rock,Women's Athletic Footwear,364,1008.17,1076.0
2021,1,Arkansas,Little Rock,Women's Street Footwear,604,59.03,1394.5
2021,1,California,San Francisco,Men's Apparel,5429,2382.512,1214.987
2021,1,California,San Francisco,Men's Athletic Footwear,8236,3483.112,707.176
2021,1,California,San Francisco,Men's Street Footwear,7632,2959.116,1025.216
2021,1,California,San Francisco,Women's Apparel,6227,3171.411,527.907
2021,1,California,San Francisco,Women's Athletic Footwear,5752,2240.688,702.691
2021,1,California,San Francisco,Women's Street Footwear,6338,2628.206,961.322
2021,1,Connecticut,Hartford,Men's Apparel,202,59.198,1136.875
2021,1,Connecticut,Hartford,Men's Athletic Footwear,367,83.104,1876.563
2021,1,Connecticut,Hartford,Men's Street Footwear,689,156.087,55.301
2021,1,Connecticut,Hartford,Women's Apparel,360,82.701,912.623
2021,1,Connecticut,Hartford,Women's Athletic Footwear,119,1178.5,581.0
2021,1,Connecticut,Hartford,Women's Street Footwear,360,59.13,1429.5
2021,1,Delaware,Wilmington,Men's Apparel,222,80.677,794.625
2021,1,Delaware,Wilmington,Men's Athletic Footwear,352,98.791,34.882000000000005
2021,1,Delaware,Wilmington,Men's Street Footwear,613,170.666,60.396
2021,1,Delaware,Wilmington,Women's Apparel,344,98.527,39.752
2021,1,Delaware,Wilmington,Women's Athletic Footwear,163,38.526,528.0
2021,1,Delaware,Wilmington,Women's Street Footwear,347,70.478,908.5
2021,1,Florida,Orlando,Men's Apparel,908,317.863,112.511
2021,1,Florida,Orlando,Men's Athletic Footwear,1060,308.772,109.466
2021,1,Florida,Orlando,Men's Street Footwear,1377,401.115,182.037
2021,1,Florida,Orlando,Women's Apparel,1047,307.979,155.538
2021,1,Florida,Orlando,Women's Athletic Footwear,815,210.465,64.087
2021,1,Florida,Orlando,Women's Street Footwear,1021,238.16,60.453
2021,1,Georgia,Atlanta,Men's Apparel,1161,380.028,134.422
2021,1,Georgia,Atlanta,Men's Athletic Footwear,1287,345.302,122.002
2021,1,Georgia,Atlanta,Men's Street Footwear,1630,429.058,194.556
2021,1,Georgia,Atlanta,Women's Apparel,1345,347.273,174.774
2021,1,Georgia,Atlanta,Women's Athletic Footwear,1087,248.377,75.741
2021,1,Georgia,Atlanta,Women's Street Footwear,1337,261.028,66.708
2021,1,Hawaii,Honolulu,Men's Apparel,293,127.422,25.852
2021,1,Hawaii,Honolulu,Men's Athletic Footwear,548,218.404,55.191
2021,1,Hawaii,Honolulu,Men's Street Footwear,540,174.37,52.879
2021,1,Hawaii,Honolulu,Women's Apparel,599,243.576,110.46
2021,1,Hawaii,Honolulu,Women's Athletic Footwear,352,141.119,42.879
2021,1,Hawaii,Honolulu,Women's Street Footwear,548,218.035,66.019
2021,1,Idaho,Boise,Men's Apparel,356,106.276,840.566
2021,1,Idaho,Boise,Men's Athletic Footwear,671,178.122,71.806
2021,1,Idaho,Boise,Men's Street Footwear,680,134.079,47.532
2021,1,Idaho,Boise,Women's Apparel,676,177.776,44.92
2021,1,Idaho,Boise,Women's Athletic Footwear,440,115.566,1016.846
2021,1,Idaho,Boise,Women's Street Footwear,676,178.417,63.175
2021,1,Indiana,Indianapolis,Men's Apparel,254,92.214,37.129
2021,1,Indiana,Indianapolis,Men's Athletic Footwear,375,107.4,43.32
2021,1,Indiana,Indianapolis,Men's Street Footwear,625,179.0,72.08
2021,1,Indiana,Indianapolis,Women's Apparel,375,107.55,43.275
2021,1,Indiana,Indianapolis,Women's Athletic Footwear,195,46.305,723.0
2021,1,Indiana,Indianapolis,Women's Street Footwear,387,77.175,31.196
2021,1,Iowa,Des Moines,Men's Apparel,195,61.71,31.06
2021,1,Iowa,Des Moines,Men's Athletic Footwear,320,77.03,960.25
2021,1,Iowa,Des Moines,Men's Street Footwear,576,138.528,42.088
2021,1,Iowa,Des Moines,Women's Apparel,323,77.044,31.124
2021,1,Iowa,Des Moines,Women's Athletic Footwear,129,692.0,307.5
2021,1,Iowa,Des Moines,Women's Street Footwear,315,51.17,495.0
2021,1,Kansas,Wichita,Men's Apparel,219,89.612,1023.625
2021,1,Kansas,Wichita,Men's Athletic Footwear,355,112.96,34.184
2021,1,Kansas,Wichita,Men's Street Footwear,613,195.244,69.07
2021,1,Kansas,Wichita,Women's Apparel,347,112.664,45.465
2021,1,Kansas,Wichita,Women's Athletic Footwear,161,44.974,503.125
2021,1,Kansas,Wichita,Women's Street Footwear,358,84.741,1010.75
2021,1,Kentucky,Louisville,Men's Apparel,540,174.37,61.598
2021,1,Kentucky,Louisville,Men's Athletic Footwear,667,161.618,56.978
2021,1,Kentucky,Louisville,Men's Street Footwear,914,222.981,89.96
2021,1,Kentucky,Louisville,Women's Apparel,683,162.082,81.591
2021,1,Kentucky,Louisville,Women's Athletic Footwear,476,96.073,38.731
2021,1,Kentucky,Louisville,Women's Street Footwear,683,107.844,43.564
2021,1,Louisiana,New Orleans,Men's Apparel,521,136.168,903.632
2021,1,Louisiana,New Orleans,Men's Athletic Footwear,1080,212.168,64.725
2021,1,Louisiana,New Orleans,Men's Street Footwear,1080,141.58,43.048
2021,1,Louisiana,New Orleans,Women's Apparel,765,174.493,79.421
2021,1,Louisiana,New Orleans,Women's Athletic Footwear,774,174.955,70.639
2021,1,Louisiana,New Orleans,Women's Street Footwear,756,149.234,45.342
2021,1,Maine,Portland,Men's Athletic Footwear,484,173.219,35.225
2021,1,Maine,Portland,Men's Street Footwear,473,134.484,33.945
2021,1,Maine,Portland,Women's Athletic Footwear,284,103.787,1014.313
2021,1,Maine,Portland,Women's Street Footwear,476,173.093,43.925
2021,1,Maryland,Baltimore,Men's Apparel,284,115.391,34.964
2021,1,Maryland,Baltimore,Men's Athletic Footwear,406,133.078,47.039
2021,1,Maryland,Baltimore,Men's Street Footwear,662,214.932,75.719
2021,1,Maryland,Baltimore,Women's Apparel,406,132.916,53.487
2021,1,Maryland,Baltimore,Women's Athletic Footwear,222,62.754,851.5
2021,1,Maryland,Baltimore,Women's Street Footwear,416,100.139,40.399
2021,1,Massachusetts,Boston,Men's Apparel,363,129.876,46.037
2021,1,Massachusetts,Boston,Men's Athletic Footwear,526,154.05,70.069
2021,1,Massachusetts,Boston,Men's Street Footwear,856,249.203,113.249
2021,1,Massachusetts,Boston,Women's Apparel,527,154.098,62.219
2021,1,Massachusetts,Boston,Women's Athletic Footwear,272,73.253,1464.5
2021,1,Massachusetts,Boston,Women's Street Footwear,517,119.389,42.214000000000006
2021,1,Michigan,Detroit,Men's Apparel,423,133.822,47.373
2021,1,Michigan,Detroit,Men's Athletic Footwear,548,131.067,46.301
2021,1,Michigan,Detroit,Men's Street Footwear,781,191.712,77.106
2021,1,Michigan,Detroit,Women's Apparel,548,131.067,65.997
2021,1,Michigan,Detroit,Women's Athletic Footwear,352,70.598,988.5
2021,1,Michigan,Detroit,Women's Street Footwear,548,87.337,30.802
2021,1,Mississippi,Jackson,Men's Apparel,568,128.928,45.64
2021,1,Mississippi,Jackson,Men's Athletic Footwear,716,118.205,1012.849
2021,1,Mississippi,Jackson,Men's Street Footwear,1041,170.379,68.762
2021,1,Mississippi,Jackson,Women's Apparel,730,118.15,47.682
2021,1,Mississippi,Jackson,Women's Athletic Footwear,480,62.808,1432.0
2021,1,Mississippi,Jackson,Women's Street Footwear,707,70.678,1540.0
2021,1,Missouri,St. Louis,Men's Apparel,473,134.484,47.458000000000006
2021,1,Missouri,St. Louis,Men's Athletic Footwear,608,121.809,43.001000000000005
2021,1,Missouri,St. Louis,Men's Street Footwear,871,173.258,69.979
2021,1,Missouri,St. Louis,Women's Apparel,613,122.062,61.495
2021,1,Missouri,St. Louis,Women's Athletic Footwear,413,66.584,850.0
2021,1,Missouri,St. Louis,Women's Street Footwear,618,73.252,965.938
2021,1,Montana,Billings,Men's Apparel,1813,693.621,418.498
2021,1,Montana,Billings,Men's Athletic Footwear,2767,1003.494,304.28
2021,1,Montana,Billings,Men's Street Footwear,3736,1173.676,531.901
2021,1,Montana,Billings,Women's Apparel,2653,1077.682,273.13
2021,1,Montana,Billings,Women's Athletic Footwear,2119,718.998,289.893
2021,1,Montana,Billings,Women's Street Footwear,2896,1040.546,471.527
2021,1,New Hampshire,Manchester,Men's Apparel,318,136.44,929.699
2021,1,New Hampshire,Manchester,Men's Athletic Footwear,477,172.548,61.063
2021,1,New Hampshire,Manchester,Men's Street Footwear,810,288.48,101.916
2021,1,New Hampshire,Manchester,Women's Apparel,483,173.517,52.773
2021,1,New Hampshire,Manchester,Women's Athletic Footwear,240,78.594,1196.75
2021,1,New Hampshire,Manchester,Women's Street Footwear,489,142.425,971.136
2021,1,New Jersey,Newark,Men's Apparel,260,102.94,31.205
2021,1,New Jersey,Newark,Men's Athletic Footwear,387,123.219,49.674
2021,1,New Jersey,Newark,Men's Street Footwear,625,204.75,82.423
2021,1,New Jersey,Newark,Women's Apparel,381,122.997,43.499
2021,1,New Jersey,Newark,Women's Athletic Footwear,192,53.886,625.75
2021,1,New Jersey,Newark,Women's Street Footwear,390,92.52,28.008
2021,1,New Mexico,Albuquerque,Men's Apparel,388,117.708,41.587
2021,1,New Mexico,Albuquerque,Men's Athletic Footwear,725,189.045,76.462
2021,1,New Mexico,Albuquerque,Men's Street Footwear,730,142.375,57.582
2021,1,New Mexico,Albuquerque,Women's Apparel,707,188.132,47.897
2021,1,New Mexico,Albuquerque,Women's Athletic Footwear,474,125.697,50.627
2021,1,New Mexico,Albuquerque,Women's Street Footwear,716,189.268,67.037
2021,1,New York,Albany,Men's Apparel,645,257.105,78.197
2021,1,New York,Albany,Men's Athletic Footwear,756,246.084,74.738
2021,1,New York,Albany,Men's Street Footwear,1016,328.424,165.307
2021,1,New York,Albany,Women's Apparel,756,245.928,62.371
2021,1,New York,Albany,Women's Athletic Footwear,581,161.954,57.218
2021,1,New York,Albany,Women's Street Footwear,768,184.872,65.339
2021,1,North Carolina,Charlotte,Men's Apparel,603,219.382,77.629
2021,1,North Carolina,Charlotte,Men's Athletic Footwear,725,206.2,72.913
2021,1,North Carolina,Charlotte,Men's Street Footwear,969,277.458,111.728
2021,1,North Carolina,Charlotte,Women's Apparel,748,206.786,104.223
2021,1,North Carolina,Charlotte,Women's Athletic Footwear,548,131.067,52.855
2021,1,North Carolina,Charlotte,Women's Street Footwear,742,147.758,59.664
2021,1,North Dakota,Fargo,Men's Apparel,192,61.596,31.005
2021,1,North Dakota,Fargo,Men's Athletic Footwear,320,77.03,960.25
2021,1,North Dakota,Fargo,Men's Street Footwear,563,138.051,41.873
2021,1,North Dakota,Fargo,Women's Apparel,325,77.1,31.092
2021,1,North Dakota,Fargo,Women's Athletic Footwear,126,649.0,288.5
2021,1,North Dakota,Fargo,Women's Street Footwear,318,51.292,596.0
2021,1,Ohio,Columbus,Men's Apparel,252,102.392,36.124
2021,1,Ohio,Columbus,Men's Athletic Footwear,378,122.964,43.393
2021,1,Ohio,Columbus,Men's Street Footwear,635,204.995,82.697
2021,1,Ohio,Columbus,Women's Apparel,381,122.997,49.618
2021,1,Ohio,Columbus,Women's Athletic Footwear,192,53.928,735.0
2021,1,Ohio,Columbus,Women's Street Footwear,375,92.1,37.092
2021,1,Oklahoma,Oklahoma City,Men's Apparel,403,92.109,32.665
2021,1,Oklahoma,Oklahoma City,Men's Athletic Footwear,546,91.273,669.651
2021,1,Oklahoma,Oklahoma City,Men's Street Footwear,875,143.919,50.941
2021,1,Oklahoma,Oklahoma City,Women's Apparel,571,91.869,780.798
2021,1,Oklahoma,Oklahoma City,Women's Athletic Footwear,326,42.184,983.0
2021,1,Oklahoma,Oklahoma City,Women's Street Footwear,554,55.124,1166.375
2021,1,Oregon,Portland,Men's Apparel,326,104.912,47.718
2021,1,Oregon,Portland,Men's Athletic Footwear,624,188.044,75.959
2021,1,Oregon,Portland,Men's Street Footwear,620,146.66,59.094
2021,1,Oregon,Portland,Women's Apparel,712,212.262,75.18
2021,1,Oregon,Portland,Women's Athletic Footwear,396,117.94,47.753
2021,1,Oregon,Portland,Women's Street Footwear,640,189.04,76.417
2021,1,Rhode Island,Providence,Men's Apparel,238,78.801,1373.75
2021,1,Rhode Island,Providence,Men's Athletic Footwear,406,105.048,869.137
2021,1,Rhode Island,Providence,Men's Street Footwear,716,188.708,57.353
2021,1,Rhode Island,Providence,Women's Apparel,403,104.818,765.091
2021,1,Rhode Island,Providence,Women's Athletic Footwear,159,1744.0,600.75
2021,1,Rhode Island,Providence,Women's Street Footwear,398,78.621,1207.75
2021,1,South Carolina,Charleston,Men's Apparel,781,287.802,101.452
2021,1,South Carolina,Charleston,Men's Athletic Footwear,906,259.904,91.89
2021,1,South Carolina,Charleston,Men's Street Footwear,1156,331.373,133.312
2021,1,South Carolina,Charleston,Women's Apparel,921,260.414,131.14
2021,1,South Carolina,Charleston,Women's Athletic Footwear,748,177.517,71.759
2021,1,South Carolina,Charleston,Women's Street Footwear,914,185.786,74.949
2021,1,South Dakota,Sioux Falls,Men's Apparel,224,80.857,28.595
2021,1,South Dakota,Sioux Falls,Men's Athletic Footwear,349,98.618,29.917
2021,1,South Dakota,Sioux Falls,Men's Street Footwear,603,170.474,60.089000000000006
2021,1,South Dakota,Sioux Falls,Women's Apparel,347,98.626,39.712
2021,1,South Dakota,Sioux Falls,Women's Athletic Footwear,158,961.5,427.25
2021,1,South Dakota,Sioux Falls,Women's Street Footwear,349,70.6,760.625
2021,1,Utah,Salt Lake City,Men's Apparel,247,71.203,881.016
2021,1,Utah,Salt Lake City,Men's Athletic Footwear,578,147.662,52.434
